 log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	7.75	5.73998499	5.7349	3.7189	4.0495	2.6217	-4.527	-4.357	-4.018	-3.927	-3.911	-3.890	-3.802	-3.791	-3.768	-0.07000623
	7.75	5.74005842	5.7349	3.7183	4.0407	2.5872	-4.526	-4.379	-4.059	-3.969	-3.957	-3.938	-3.858	-3.848	-3.828	-0.07000502
	7.75	5.74011040	5.7350	3.7180	4.0348	2.5636	-4.525	-4.392	-4.087	-4.001	-3.990	-3.976	-3.902	-3.892	-3.872	-0.07000417
	7.75	5.74017620	5.7350	3.7175	4.0266	2.5316	-4.524	-4.410	-4.126	-4.043	-4.033	-4.027	-3.961	-3.951	-3.931	-0.07000308
	7.75	5.74022388	5.7351	3.7171	4.0203	2.5065	-4.523	-4.424	-4.156	-4.077	-4.067	-4.067	-4.008	-3.998	-3.978	-0.07000230
	7.75	5.74028683	5.7351	3.7165	4.0117	2.4727	-4.521	-4.440	-4.194	-4.119	-4.114	-4.115	-4.067	-4.062	-4.042	-0.07000126
	7.75	5.74036741	5.7352	3.7157	4.0002	2.4278	-4.519	-4.462	-4.242	-4.175	-4.176	-4.178	-4.146	-4.147	-4.127	-0.06999994
	7.75	5.74047804	5.7353	3.7145	3.9835	2.3623	-4.516	-4.476	-4.299	-4.247	-4.250	-4.267	-4.250	-4.257	-4.246	-0.06999812
	7.75	5.74052191	5.7354	3.7139	3.9766	2.3350	-4.515	-4.480	-4.325	-4.278	-4.282	-4.305	-4.294	-4.308	-4.295	-0.06999739
	7.75	5.74056625	5.7354	3.7132	3.9693	2.3067	-4.513	-4.490	-4.356	-4.310	-4.318	-4.342	-4.338	-4.356	-4.345	-0.06999666
	7.75	5.74059916	5.7354	3.7127	3.9634	2.2834	-4.512	-4.495	-4.379	-4.335	-4.346	-4.372	-4.376	-4.396	-4.388	-0.06999612
	7.75	5.74066544	5.7355	3.7117	3.9519	2.2384	-4.509	-4.499	-4.420	-4.382	-4.398	-4.429	-4.453	-4.474	-4.473	-0.06999503
	7.75	5.74070549	5.7355	3.7110	3.9443	2.2089	-4.507	-4.494	-4.440	-4.409	-4.428	-4.462	-4.502	-4.527	-4.522	-0.06999437
	7.75	5.74077940	5.7356	3.7094	3.9293	2.1504	-4.503	-4.466	-4.470	-4.453	-4.473	-4.522	-4.585	-4.621	-4.621	-0.06999316
	7.75	5.74081230	5.7356	3.7086	3.9224	2.1235	-4.502	-4.460	-4.482	-4.471	-4.497	-4.552	-4.625	-4.667	-4.669	-0.06999261
	7.75	5.74087143	5.7357	3.7071	3.9100	2.0756	-4.498	-4.436	-4.493	-4.495	-4.535	-4.601	-4.696	-4.750	-4.755	-0.06999164
	7.75	5.74090815	5.7357	3.7060	3.9015	2.0424	-4.495	-4.408	-4.491	-4.506	-4.558	-4.632	-4.746	-4.807	-4.817	-0.06999104
	7.75	5.74094105	5.7357	3.7051	3.8938	2.0126	-4.493	-4.392	-4.485	-4.515	-4.572	-4.662	-4.792	-4.859	-4.869	-0.06999049
	7.75	5.74101448	5.7358	3.7024	3.8749	1.9399	-4.486	-4.333	-4.452	-4.519	-4.607	-4.726	-4.886	-4.985	-5.005	-0.06998929
	7.75	5.74105501	5.7358	3.7007	3.8641	1.8981	-4.482	-4.303	-4.417	-4.516	-4.624	-4.766	-4.947	-5.067	-5.080	-0.06998862
	7.75	5.74115086	5.7359	3.6960	3.8361	1.7909	-4.470	-4.207	-4.296	-4.487	-4.648	-4.848	-5.098	-5.263	-5.286	-0.06998704
	7.75	5.74120569	5.7360	3.6926	3.8177	1.7209	-4.462	-4.138	-4.203	-4.455	-4.658	-4.894	-5.186	-5.397	-5.423	-0.06998614
	7.75	5.74123907	5.7360	3.6900	3.8070	1.6806	-4.455	-4.089	-4.138	-4.431	-4.662	-4.918	-5.236	-5.471	-5.500	-0.06998559
	7.75	5.74126101	5.7360	3.6882	3.8001	1.6547	-4.451	-4.055	-4.092	-4.413	-4.661	-4.932	-5.266	-5.515	-5.546	-0.06998523
	7.75	5.74130535	5.7361	3.6840	3.7841	1.5951	-4.440	-3.965	-3.972	-4.370	-4.661	-4.974	-5.336	-5.610	-5.654	-0.06998450
	7.75	5.74133110	5.7361	3.6810	3.7746	1.5599	-4.432	-3.904	-3.898	-4.342	-4.660	-4.997	-5.377	-5.667	-5.719	-0.06998408
	7.75	5.74138212	5.7361	3.6748	3.7562	1.4926	-4.417	-3.770	-3.774	-4.288	-4.645	-5.013	-5.442	-5.782	-5.842	-0.06998324
	7.75	5.74145222	5.7362	3.6627	3.7348	1.4190	-4.387	-3.569	-3.609	-4.204	-4.604	-5.017	-5.503	-5.893	-5.955	-0.06998208
	7.75	5.74154043	5.7363	3.6440	3.7221	1.3872	-4.340	-3.397	-3.466	-4.119	-4.545	-4.989	-5.513	-5.935	-5.995	-0.06998063
	7.75	5.74165821	5.7364	3.6262	3.7133	1.3694	-4.296	-3.244	-3.346	-4.045	-4.492	-4.955	-5.504	-5.948	-6.014	-0.06997869
	7.75	5.74177456	5.7364	3.6656	3.7062	1.3019	-4.394	-3.242	-3.381	-4.120	-4.585	-5.061	-5.631	-6.092	-6.163	-0.06997678
	7.75	5.74182653	5.7365	3.7035	3.7032	1.2520	-4.489	-3.289	-3.447	-4.204	-4.678	-5.160	-5.738	-6.207	-6.279	-0.06997592
	7.75	5.74187851	5.7365	3.7520	3.7006	1.1932	-4.610	-3.366	-3.543	-4.316	-4.798	-5.285	-5.870	-6.346	-6.418	-0.06997507
	7.75	5.74194622	5.7366	3.8044	3.6986	1.1325	-4.741	-3.457	-3.651	-4.439	-4.927	-5.419	-6.010	-6.491	-6.564	-0.06997395
	7.75	5.74203157	5.7366	3.8476	3.6974	1.0847	-4.849	-3.537	-3.745	-4.542	-5.035	-5.529	-6.124	-6.608	-6.681	-0.06997255
	7.75	5.74214792	5.7367	3.8745	3.6965	1.0540	-4.916	-3.583	-3.801	-4.605	-5.101	-5.597	-6.195	-6.682	-6.755	-0.06997064
	7.75	5.74239302	5.7368	3.8988	3.6961	1.0282	-4.977	-3.632	-3.856	-4.664	-5.161	-5.659	-6.258	-6.746	-6.818	-0.06996660
	7.75	5.74272633	5.7370	3.9210	3.6952	1.0025	-5.033	-3.667	-3.901	-4.715	-5.216	-5.716	-6.318	-6.808	-6.880	-0.06996112
	7.75	5.74307251	5.7371	3.9420	3.6943	0.9778	-5.085	-3.698	-3.943	-4.764	-5.267	-5.770	-6.375	-6.867	-6.940	-0.06995543
	7.75	5.74339342	5.7373	3.9616	3.6935	0.9550	-5.134	-3.728	-3.982	-4.809	-5.315	-5.821	-6.428	-6.922	-6.995	-0.06995015
	7.75	5.74371195	5.7374	3.9815	3.6928	0.9323	-5.184	-3.761	-4.023	-4.856	-5.364	-5.872	-6.482	-6.977	-7.050	-0.06994492
	7.75	5.74402952	5.7375	4.0023	3.6921	0.9089	-5.236	-3.796	-4.067	-4.905	-5.415	-5.925	-6.537	-7.034	-7.107	-0.06993970
	7.75	5.74432325	5.7375	4.0216	3.6914	0.8869	-5.284	-3.827	-4.106	-4.950	-5.463	-5.975	-6.589	-7.087	-7.161	-0.06993487
	7.75	5.74461937	5.7376	4.0416	3.6908	0.8643	-5.334	-3.860	-4.148	-4.997	-5.512	-6.026	-6.643	-7.142	-7.216	-0.06993000
	7.75	5.74489117	5.7376	4.0607	3.6903	0.8431	-5.382	-3.894	-4.189	-5.043	-5.559	-6.075	-6.694	-7.193	-7.268	-0.06992553
	7.75	5.74516296	5.7377	4.0798	3.6898	0.8223	-5.429	-3.928	-4.230	-5.088	-5.606	-6.123	-6.744	-7.244	-7.320	-0.06992107
	7.75	5.74541330	5.7377	4.0973	3.6893	0.8028	-5.473	-3.958	-4.267	-5.130	-5.650	-6.168	-6.791	-7.291	-7.367	-0.06991696
	7.75	5.74566078	5.7376	4.1146	3.6890	0.7840	-5.516	-3.990	-4.305	-5.171	-5.692	-6.212	-6.836	-7.337	-7.414	-0.06991289
	7.75	5.74591112	5.7376	4.1349	3.6884	0.7614	-5.567	-4.024	-4.347	-5.219	-5.743	-6.264	-6.890	-7.392	-7.469	-0.06990878
	7.75	5.74615812	5.7376	4.1570	3.6875	0.7358	-5.622	-4.057	-4.391	-5.270	-5.797	-6.321	-6.950	-7.453	-7.531	-0.06990472
	7.75	5.74638700	5.7375	4.1792	3.6863	0.7087	-5.678	-4.084	-4.430	-5.319	-5.851	-6.378	-7.012	-7.517	-7.596	-0.06990096
	7.75	5.74659157	5.7374	4.2002	3.6850	0.6824	-5.731	-4.105	-4.465	-5.365	-5.901	-6.432	-7.071	-7.578	-7.659	-0.06989760
	7.75	5.74679279	5.7373	4.2197	3.6841	0.6593	-5.779	-4.130	-4.501	-5.409	-5.949	-6.482	-7.124	-7.633	-7.715	-0.06989430
	7.75	5.74697590	5.7371	4.2396	3.6833	0.6361	-5.829	-4.158	-4.539	-5.454	-5.998	-6.533	-7.178	-7.688	-7.771	-0.06989129
	7.75	5.74722576	5.7369	4.2661	3.6823	0.6058	-5.895	-4.198	-4.591	-5.515	-6.063	-6.600	-7.249	-7.761	-7.845	-0.06988719
	7.75	5.74748468	5.7367	4.2922	3.6816	0.5770	-5.960	-4.242	-4.646	-5.577	-6.127	-6.666	-7.318	-7.831	-7.915	-0.06988294
	7.75	5.74788713	5.7362	4.3170	3.6810	0.5496	-6.023	-4.285	-4.698	-5.635	-6.189	-6.730	-7.384	-7.897	-7.982	-0.06987634
	7.75	5.74815750	5.7359	4.2843	3.6824	0.5881	-5.941	-4.241	-4.637	-5.561	-6.109	-6.646	-7.295	-7.806	-7.889	-0.06987190
	7.75	5.74821138	5.7358	4.2725	3.6829	0.6018	-5.911	-4.225	-4.615	-5.534	-6.080	-6.616	-7.263	-7.773	-7.856	-0.06987101
	7.75	5.74826193	5.7358	4.2572	3.6836	0.6196	-5.873	-4.204	-4.586	-5.500	-6.043	-6.577	-7.221	-7.731	-7.813	-0.06987018
	7.75	5.74830246	5.7357	4.2377	3.6844	0.6427	-5.824	-4.178	-4.549	-5.456	-5.995	-6.527	-7.168	-7.676	-7.757	-0.06986952
	7.75	5.74833298	5.7357	4.2199	3.6853	0.6638	-5.780	-4.154	-4.516	-5.416	-5.951	-6.481	-7.119	-7.626	-7.706	-0.06986902
	7.75	5.74836349	5.7357	4.1979	3.6864	0.6901	-5.725	-4.127	-4.476	-5.366	-5.898	-6.425	-7.059	-7.564	-7.643	-0.06986852
	7.75	5.74838734	5.7357	4.1769	3.6876	0.7160	-5.672	-4.104	-4.440	-5.320	-5.847	-6.371	-7.000	-7.503	-7.581	-0.06986813
	7.75	5.74841404	5.7357	4.1530	3.6889	0.7451	-5.613	-4.075	-4.398	-5.267	-5.789	-6.310	-6.934	-7.434	-7.511	-0.06986769
	7.75	5.74845123	5.7357	4.1209	3.6905	0.7837	-5.532	-4.034	-4.339	-5.195	-5.711	-6.227	-6.846	-7.343	-7.418	-0.06986708
	7.75	5.74847794	5.7357	4.0937	3.6918	0.8159	-5.464	-3.997	-4.287	-5.133	-5.645	-6.157	-6.771	-7.266	-7.341	-0.06986664
	7.75	5.74851179	5.7357	4.0662	3.6927	0.8472	-5.396	-3.952	-4.230	-5.068	-5.577	-6.087	-6.697	-7.191	-7.264	-0.06986608
	7.75	5.74855900	5.7357	4.0485	3.6932	0.8671	-5.351	-3.922	-4.193	-5.026	-5.533	-6.041	-6.650	-7.142	-7.216	-0.06986531
	7.75	5.74867725	5.7357	4.0935	3.6913	0.8144	-5.464	-3.988	-4.281	-5.130	-5.643	-6.157	-6.772	-7.268	-7.343	-0.06986337
	7.75	5.74872065	5.7357	4.1071	3.6907	0.7984	-5.498	-4.007	-4.307	-5.161	-5.677	-6.192	-6.810	-7.307	-7.382	-0.06986266
	7.75	5.74910545	5.7356	4.1660	3.6877	0.7273	-5.645	-4.081	-4.415	-5.293	-5.820	-6.343	-6.972	-7.475	-7.553	-0.06985635
	7.80	0.69999999	0.7000	-0.5154	3.7546	4.7629	6.059	6.598	6.812	6.250	5.876	5.483	5.050	4.691	4.630	-1.19890256
	7.80	0.80000001	0.8000	-0.2372	3.7911	4.6887	5.363	5.694	5.969	5.521	5.209	4.876	4.524	4.226	4.190	-1.00113983
	7.80	0.89999998	0.9000	0.0073	3.8247	4.6297	4.752	4.977	5.252	4.889	4.631	4.353	4.078	3.842	3.819	-0.85396262
	7.80	1.00000000	1.0000	0.2237	3.8572	4.5892	4.211	4.389	4.624	4.326	4.121	3.903	3.696	3.529	3.509	-0.74074074
	7.80	1.10000002	1.1000	0.4159	3.8936	4.5841	3.730	3.907	4.042	3.825	3.686	3.537	3.410	3.305	3.289	-0.65130752
	7.80	1.20000005	1.2000	0.5767	3.9301	4.6067	3.328	3.554	3.570	3.436	3.373	3.303	3.235	3.184	3.183	-0.57912395
	7.80	1.29999995	1.3000	0.7316	3.9650	4.6263	2.941	3.193	3.192	3.130	3.116	3.093	3.072	3.061	3.060	-0.51980772
	7.80	1.39999998	1.4000	0.8732	3.9965	4.6429	2.587	2.857	2.908	2.891	2.898	2.905	2.929	2.939	2.941	-0.47031994
	7.80	1.50000000	1.4999	1.0011	4.0246	4.6575	2.267	2.575	2.692	2.707	2.728	2.750	2.804	2.824	2.836	-0.42849231
	7.80	1.60000002	1.5999	1.1185	4.0504	4.6711	1.974	2.320	2.506	2.549	2.579	2.615	2.695	2.721	2.739	-0.39273920
	7.80	1.70000005	1.6999	1.2299	4.0747	4.6832	1.695	2.090	2.341	2.406	2.444	2.487	2.592	2.627	2.650	-0.36187632
	7.80	1.79999995	1.7999	1.3326	4.0965	4.6926	1.438	1.879	2.190	2.272	2.312	2.371	2.491	2.531	2.555	-0.33500274
	7.80	1.89999998	1.8999	1.4269	4.1170	4.7038	1.203	1.703	2.062	2.156	2.206	2.268	2.404	2.451	2.482	-0.31142170
	7.80	2.00000000	1.9998	1.5173	4.1367	4.7146	0.977	1.534	1.938	2.043	2.096	2.168	2.320	2.369	2.406	-0.29058670
	7.80	2.06574559	2.0656	1.5738	4.1488	4.7206	0.836	1.428	1.860	1.973	2.027	2.104	2.266	2.317	2.357	-0.27817142
	7.80	2.09999990	2.0998	1.6031	4.1552	4.7238	0.762	1.376	1.822	1.937	1.994	2.072	2.240	2.291	2.333	-0.27206346
	7.80	2.20000005	2.1998	1.6862	4.1732	4.7330	0.554	1.229	1.714	1.838	1.897	1.981	2.164	2.218	2.263	-0.25550276
	7.80	2.29999995	2.2998	1.7650	4.1906	4.7432	0.357	1.092	1.611	1.744	1.809	1.897	2.092	2.152	2.200	-0.24062108
	7.80	2.40000010	2.3997	1.8390	4.2068	4.7524	0.172	0.962	1.513	1.654	1.725	1.816	2.023	2.088	2.138	-0.22718572
	7.80	2.44551134	2.4452	1.8719	4.2141	4.7568	0.090	0.905	1.470	1.615	1.687	1.781	1.994	2.061	2.111	-0.22149665
	7.80	2.50000000	2.4997	1.9109	4.2227	4.7618	-0.007	0.838	1.419	1.569	1.643	1.740	1.959	2.028	2.078	-0.21500434
	7.80	2.73266792	2.7323	2.0665	4.2569	4.7815	-0.396	0.572	1.219	1.385	1.465	1.575	1.817	1.887	1.948	-0.19066631
	7.80	2.95774984	2.9572	2.2089	4.2880	4.7978	-0.752	0.331	1.031	1.211	1.298	1.415	1.679	1.759	1.823	-0.17134376
	7.80	3.00000000	2.9995	2.2353	4.2937	4.8005	-0.818	0.285	0.995	1.179	1.267	1.385	1.652	1.735	1.799	-0.16809413
	7.80	3.13660192	3.1360	2.3141	4.3106	4.8087	-1.015	0.150	0.892	1.084	1.177	1.299	1.576	1.661	1.731	-0.15828729
	7.80	3.32699418	3.3262	2.4197	4.3333	4.8196	-1.279	-0.023	0.758	0.959	1.057	1.184	1.478	1.566	1.642	-0.14618270
	7.80	3.48460460	3.4837	2.5056	4.3517	4.8274	-1.494	-0.167	0.641	0.850	0.950	1.085	1.389	1.479	1.558	-0.13732797
	7.80	3.62674761	3.6258	2.5822	4.3681	4.8335	-1.685	-0.298	0.535	0.752	0.855	0.995	1.308	1.401	1.482	-0.13011214
	7.80	3.74424911	3.7432	2.6455	4.3814	4.8373	-1.844	-0.405	0.450	0.674	0.784	0.925	1.246	1.343	1.426	-0.12463036
	7.80	3.85195804	3.8508	2.7032	4.3935	4.8404	-1.988	-0.502	0.366	0.597	0.707	0.855	1.182	1.281	1.367	-0.11994886
	7.80	3.95105624	3.9498	2.7565	4.4047	4.8428	-2.121	-0.595	0.290	0.527	0.637	0.791	1.123	1.225	1.313	-0.11590533
	7.80	4.00000000	3.9987	2.7831	4.4102	4.8436	-2.188	-0.643	0.252	0.492	0.602	0.759	1.094	1.196	1.285	-0.11399485
	7.80	4.01861191	4.0173	2.7926	4.4122	4.8440	-2.212	-0.660	0.238	0.479	0.589	0.748	1.083	1.186	1.275	-0.11328269
	7.80	4.12287903	4.1214	2.8468	4.4232	4.8451	-2.347	-0.755	0.158	0.406	0.521	0.680	1.020	1.126	1.222	-0.10943228
	7.80	4.21815586	4.2166	2.8972	4.4333	4.8451	-2.473	-0.845	0.081	0.336	0.456	0.613	0.959	1.069	1.169	-0.10610863
	7.80	4.30486727	4.3032	2.9443	4.4426	4.8440	-2.591	-0.931	0.006	0.264	0.384	0.543	0.899	1.009	1.109	-0.10323348
	7.80	4.38428640	4.3825	2.9887	4.4513	4.8420	-2.702	-1.012	-0.063	0.198	0.318	0.481	0.843	0.953	1.053	-0.10071698
	7.80	4.44929934	4.4474	3.0260	4.4583	4.8393	-2.795	-1.079	-0.120	0.142	0.262	0.430	0.797	0.907	1.007	-0.09873532
	7.80	4.51151180	4.5095	3.0631	4.4650	4.8350	-2.888	-1.148	-0.181	0.084	0.206	0.376	0.746	0.858	0.958	-0.09690170
	7.80	4.56584263	4.5637	3.0964	4.4710	4.8308	-2.971	-1.213	-0.238	0.031	0.157	0.327	0.697	0.813	0.913	-0.09534830
	7.80	4.61774635	4.6155	3.1291	4.4766	4.8255	-3.053	-1.278	-0.295	-0.022	0.108	0.278	0.648	0.768	0.868	-0.09390433
	7.80	4.66692543	4.6646	3.1607	4.4819	4.8197	-3.132	-1.344	-0.354	-0.078	0.052	0.222	0.599	0.719	0.819	-0.09257092
	7.80	4.71209192	4.7097	3.1899	4.4866	4.8135	-3.205	-1.406	-0.409	-0.131	-0.001	0.169	0.553	0.673	0.773	-0.09137506
	7.80	4.75525761	4.7528	3.2174	4.4908	4.8066	-3.274	-1.466	-0.462	-0.182	-0.052	0.118	0.507	0.627	0.727	-0.09025708
	7.80	4.77992058	4.7774	3.2309	4.4931	4.8046	-3.307	-1.494	-0.487	-0.206	-0.076	0.095	0.485	0.605	0.707	-0.08962895
	7.80	4.89387989	4.8911	3.2620	4.4897	4.7702	-3.385	-1.582	-0.579	-0.300	-0.170	0.000	0.388	0.508	0.608	-0.08682290
	7.80	4.97041225	4.9674	3.2893	4.4838	4.7258	-3.453	-1.668	-0.673	-0.395	-0.265	-0.095	0.284	0.404	0.504	-0.08502301
	7.80	5.00000000	4.9969	3.3007	4.4808	4.7054	-3.482	-1.705	-0.714	-0.437	-0.307	-0.137	0.238	0.358	0.458	-0.08434449
	7.80	5.04338884	5.0402	3.3178	4.4764	4.6742	-3.525	-1.762	-0.777	-0.501	-0.371	-0.201	0.169	0.289	0.389	-0.08336638
	7.80	5.08625174	5.0829	3.3366	4.4722	4.6424	-3.572	-1.824	-0.843	-0.569	-0.442	-0.272	0.098	0.215	0.315	-0.08241934
	7.80	5.11481380	5.1114	3.3520	4.4709	4.6242	-3.610	-1.867	-0.888	-0.614	-0.488	-0.318	0.052	0.168	0.268	-0.08179862
	7.80	5.13324976	5.1298	3.3716	4.4762	4.6273	-3.659	-1.901	-0.915	-0.638	-0.508	-0.338	0.032	0.151	0.251	-0.08140227
	7.80	5.13637543	5.1329	3.3855	4.4814	4.6344	-3.694	-1.921	-0.928	-0.650	-0.520	-0.350	0.027	0.147	0.247	-0.08133540
	7.80	5.13743925	5.1340	3.3996	4.4861	4.6393	-3.729	-1.944	-0.943	-0.664	-0.534	-0.364	0.019	0.139	0.239	-0.08131266
	7.80	5.13813829	5.1347	3.4158	4.4907	4.6414	-3.769	-1.972	-0.965	-0.685	-0.555	-0.385	0.004	0.124	0.224	-0.08129773
	7.80	5.13910246	5.1356	3.4355	4.4949	4.6387	-3.819	-2.011	-0.999	-0.716	-0.586	-0.414	-0.024	0.096	0.199	-0.08127714
	7.80	5.14062643	5.1371	3.4504	4.4969	4.6318	-3.856	-2.044	-1.029	-0.745	-0.615	-0.441	-0.051	0.069	0.173	-0.08124461
	7.80	5.14266205	5.1392	3.4435	4.4917	4.6182	-3.839	-2.040	-1.031	-0.751	-0.621	-0.451	-0.061	0.059	0.160	-0.08120120
	7.80	5.14431143	5.1408	3.4438	4.4862	4.5962	-3.839	-2.057	-1.055	-0.776	-0.646	-0.476	-0.093	0.027	0.127	-0.08116606
	7.80	5.14651060	5.1430	3.4512	4.4812	4.5686	-3.858	-2.091	-1.097	-0.817	-0.687	-0.517	-0.142	-0.022	0.078	-0.08111924
	7.80	5.14900589	5.1455	3.4541	4.4754	4.5429	-3.865	-2.116	-1.129	-0.851	-0.722	-0.552	-0.182	-0.063	0.037	-0.08106617
	7.80	5.15163040	5.1481	3.4579	4.4700	4.5177	-3.875	-2.142	-1.162	-0.887	-0.762	-0.592	-0.222	-0.106	-0.006	-0.08101042
	7.80	5.15483952	5.1513	3.4638	4.4645	4.4902	-3.890	-2.174	-1.200	-0.928	-0.807	-0.637	-0.267	-0.155	-0.055	-0.08094234
	7.80	5.15863895	5.1551	3.4709	4.4591	4.4617	-3.907	-2.211	-1.244	-0.975	-0.855	-0.687	-0.319	-0.209	-0.108	-0.08086187
	7.80	5.16239309	5.1588	3.4776	4.4540	4.4351	-3.924	-2.248	-1.286	-1.020	-0.900	-0.735	-0.370	-0.260	-0.160	-0.08078250
	7.80	5.16615677	5.1626	3.4869	4.4496	4.4082	-3.947	-2.288	-1.331	-1.068	-0.948	-0.786	-0.424	-0.314	-0.214	-0.08070306
	7.80	5.16861057	5.1650	3.5053	4.4559	4.4155	-3.993	-2.313	-1.348	-1.080	-0.960	-0.794	-0.428	-0.318	-0.217	-0.08065134
	7.80	5.17028761	5.1667	3.5075	4.4629	4.4413	-3.999	-2.293	-1.320	-1.048	-0.928	-0.758	-0.388	-0.277	-0.176	-0.08061603
	7.80	5.17265606	5.1690	3.4980	4.4686	4.4740	-3.975	-2.250	-1.271	-0.996	-0.872	-0.701	-0.331	-0.217	-0.116	-0.08056620
	7.80	5.17586565	5.1722	3.4916	4.4695	4.4839	-3.959	-2.231	-1.250	-0.975	-0.850	-0.680	-0.310	-0.195	-0.095	-0.08049876
	7.80	5.18362904	5.1799	3.4989	4.4755	4.5017	-3.977	-2.231	-1.243	-0.964	-0.835	-0.665	-0.295	-0.176	-0.076	-0.08033605
	7.80	5.19165230	5.1879	3.5011	4.4813	4.5229	-3.983	-2.219	-1.223	-0.944	-0.814	-0.644	-0.268	-0.148	-0.048	-0.08016848
	7.80	5.20343113	5.1996	3.5064	4.4872	4.5425	-3.996	-2.214	-1.210	-0.930	-0.800	-0.630	-0.246	-0.126	-0.026	-0.07992359
	7.80	5.21928930	5.2154	3.5126	4.4934	4.5624	-4.012	-2.212	-1.200	-0.919	-0.789	-0.617	-0.227	-0.107	-0.005	-0.07959593
	7.80	5.25837088	5.2543	3.5266	4.5002	4.5786	-4.047	-2.231	-1.210	-0.924	-0.794	-0.618	-0.228	-0.108	-0.001	-0.07879834
	7.80	5.30850077	5.3042	3.5489	4.4972	4.5484	-4.102	-2.296	-1.278	-0.994	-0.864	-0.689	-0.299	-0.179	-0.075	-0.07779545
	7.80	5.33296585	5.3286	3.5629	4.4928	4.5188	-4.137	-2.342	-1.330	-1.049	-0.919	-0.748	-0.358	-0.238	-0.136	-0.07731404
	7.80	5.35184240	5.3473	3.5763	4.4882	4.4885	-4.171	-2.390	-1.384	-1.104	-0.974	-0.804	-0.418	-0.298	-0.198	-0.07694613
	7.80	5.36570930	5.3611	3.5882	4.4832	4.4579	-4.201	-2.438	-1.438	-1.157	-1.028	-0.857	-0.479	-0.359	-0.258	-0.07667779
	7.80	5.37593889	5.3713	3.5985	4.4777	4.4265	-4.226	-2.483	-1.489	-1.209	-1.080	-0.909	-0.538	-0.418	-0.317	-0.07648088
	7.80	5.38313961	5.3784	3.6072	4.4721	4.3960	-4.248	-2.523	-1.536	-1.258	-1.133	-0.962	-0.592	-0.475	-0.373	-0.07634281
	7.80	5.38793039	5.3832	3.6136	4.4666	4.3680	-4.264	-2.557	-1.576	-1.301	-1.179	-1.008	-0.638	-0.525	-0.422	-0.07625118
	7.80	5.39132214	5.3866	3.6188	4.4612	4.3413	-4.277	-2.588	-1.613	-1.341	-1.221	-1.051	-0.682	-0.572	-0.469	-0.07618643
	7.80	5.39377069	5.3890	3.6224	4.4557	4.3159	-4.286	-2.618	-1.649	-1.379	-1.259	-1.093	-0.727	-0.617	-0.515	-0.07613974
	7.80	5.39550877	5.3907	3.6252	4.4501	4.2909	-4.293	-2.644	-1.682	-1.416	-1.296	-1.134	-0.771	-0.661	-0.561	-0.07610663
	7.80	5.39675856	5.3920	3.6267	4.4446	4.2674	-4.297	-2.668	-1.712	-1.448	-1.328	-1.170	-0.811	-0.701	-0.601	-0.07608284
	7.80	5.39696550	5.3922	3.6268	4.4435	4.2629	-4.297	-2.672	-1.718	-1.454	-1.334	-1.176	-0.818	-0.708	-0.608	-0.07607890
	7.80	5.39783096	5.3930	3.6260	4.4375	4.2399	-4.295	-2.690	-1.745	-1.483	-1.363	-1.209	-0.855	-0.745	-0.645	-0.07606243
	7.80	5.39843607	5.3936	3.6234	4.4316	4.2190	-4.289	-2.703	-1.767	-1.507	-1.387	-1.236	-0.886	-0.776	-0.676	-0.07605092
	7.80	5.39886141	5.3941	3.6197	4.4259	4.2000	-4.279	-2.714	-1.785	-1.528	-1.411	-1.260	-0.914	-0.804	-0.707	-0.07604283
	7.80	5.39919710	5.3944	3.6147	4.4200	4.1814	-4.267	-2.723	-1.800	-1.547	-1.434	-1.281	-0.941	-0.831	-0.737	-0.07603645
	7.80	5.39946222	5.3947	3.6100	4.4143	4.1631	-4.255	-2.731	-1.815	-1.565	-1.455	-1.302	-0.966	-0.856	-0.767	-0.07603141
	7.80	5.39971972	5.3949	3.6059	4.4079	4.1417	-4.245	-2.746	-1.838	-1.590	-1.480	-1.328	-0.994	-0.888	-0.802	-0.07602652
	7.80	5.39994192	5.3951	3.6040	4.4018	4.1191	-4.240	-2.766	-1.866	-1.618	-1.508	-1.357	-1.025	-0.923	-0.841	-0.07602229
	7.80	5.40001249	5.3952	3.6038	4.3998	4.1115	-4.239	-2.774	-1.876	-1.628	-1.518	-1.367	-1.037	-0.935	-0.854	-0.07602095
	7.80	5.40020895	5.3954	3.6052	4.3941	4.0873	-4.243	-2.799	-1.909	-1.663	-1.555	-1.405	-1.077	-0.979	-0.897	-0.07601722
	7.80	5.40041685	5.3956	3.6095	4.3884	4.0601	-4.254	-2.832	-1.949	-1.706	-1.601	-1.451	-1.127	-1.032	-0.947	-0.07601327
	7.80	5.40061331	5.3958	3.6157	4.3833	4.0336	-4.269	-2.866	-1.991	-1.750	-1.648	-1.498	-1.177	-1.085	-0.997	-0.07600953
	7.80	5.40084457	5.3960	3.6261	4.3785	4.0041	-4.295	-2.912	-2.043	-1.804	-1.704	-1.555	-1.236	-1.146	-1.057	-0.07600514
	7.80	5.40112543	5.3963	3.6420	4.3744	3.9715	-4.335	-2.973	-2.107	-1.870	-1.770	-1.624	-1.307	-1.217	-1.130	-0.07599980
